,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_Dont_Know,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_13,Q12_14,Q12_Dont_Know,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_13,Q13_14,Q13_15,Q13_16,Q13_Dont_Know,Q14,Q15,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q18_11,Q18_12,Q18_13,Q18_14,Q18_15,Q18_16,Q18_17,Q18_18,Q18_19,Q18_20,Q18_21,Q18_22,Q18_23,Q20,Q21,Q16
1695,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,?,?,1,1,2,2,2,2,2,2,1,1,1,3,1,1,1,1,?,?,1,1,1,2,3,B
1696,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,2,2,4,4,3,4,3,3,3,4,4,3,3,2,2,3,3,3,3,2,3,2,3,3,3,3,3,A
1697,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,2,2,1,5,5,5,4,5,5,4,5,5,3,4,5,4,4,4,4,4,4,4,4,3,4,4,4,1,A
1698,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,5,1,1,1,1,1,1,5,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,5,B
1699,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,4,4,4,4,4,4,4,4,4,3,3,4,3,3,3,3,2,3,3,3,3,3,3,3,A
1700,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,3,5,5,3,2,A
1701,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,B
1702,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,2,5,5,5,3,3,5,?,3,?,?,?,?,1,?,2,1,3,2,?,?,?,?,?,3,2,A
1703,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,?,?,?,?,?,4,?,?,5,1,A
1704,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,4,3,3,4,3,4,4,4,4,4,3,3,2,5,3,4,4,3,4,4,?,?,?,3,2,A
1705,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,4,3,3,3,2,2,3,3,3,4,3,3,4,2,2,3,2,3,3,2,3,2,2,3,B
1706,0,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,5,5,4,4,4,3,4,4,4,2,3,2,3,3,3,3,3,1,3,?,?,?,?,3,2,A
1707,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,2,3,4,5,4,2,4,5,2,3,4,2,3,3,3,4,2,2,4,1,5,1,3,5,3,3,3,A
1708,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,1,5,5,4,?,?,2,?,4,?,?,2,2,2,2,?,2,4,2,?,1,2,2,2,4,2,B
1709,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,1,2,4,4,3,4,4,3,3,4,4,3,3,4,4,3,2,3,3,2,4,2,2,3,2,3,2,A
1710,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,4,5,?,2,3,3,2,5,5,3,2,3,3,4,2,?,4,?,4,1,3,?,2,3,3,A
1711,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,3,2,1,4,4,3,4,4,3,3,4,3,3,3,3,2,4,3,3,3,4,1,1,3,3,2,3,2,A
1712,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,3,4,?,?,4,?,?,?,4,4,?,2,?,2,3,?,?,3,?,?,2,?,?,?,3,3,A
1713,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,D
1714,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,2,2,4,4,4,4,3,3,3,4,4,3,2,3,2,4,4,2,3,2,4,2,2,4,3,4,2,B
1715,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,2,3,3,3,2,4,4,3,2,2,4,2,4,2,2,2,2,3,3,3,?,3,3,2,3,2,B
1716,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,3,?,4,3,?,?,3,3,4,4,3,2,?,3,2,2,?,2,3,3,3,3,2,2,2,2,D
1717,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,4,5,3,1,1,3,4,2,2,1,2,3,2,4,1,1,3,1,4,2,3,1,3,1,2,A
1718,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,5,5,5,5,5,5,2,5,5,5,1,1,5,5,3,3,?,?,?,2,?,?,?,2,2,A
1719,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,?,2,3,3,3,3,5,3,3,3,3,3,3,?,?,?,4,?,?,?,1,?,?,?,2,?,3,4,A
1720,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,3,4,4,4,2,3,4,3,4,2,3,2,4,1,3,2,2,2,3,3,1,2,2,2,3,2,D
1721,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,?,?,?,?,1,?,?,?,?,?,?,?,?,?,3,?,2,3,2,?,1,1,?,2,3,3,C
1722,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,2,1,4,4,3,3,3,3,2,4,3,4,2,2,4,4,3,4,3,2,3,2,2,2,2,3,3,A
1723,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,4,2,5,4,4,3,3,3,2,2,2,4,2,3,3,2,2,2,2,3,2,4,3,2,2,3,3,3,B
1724,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,3,D
1725,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,?,?,?,?,?,?,?,4,?,?,2,?,2,4,?,?,?,?,?,2,?,?,?,4,2,A
1726,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,?,1,3,5,?,4,?,2,1,2,5,5,4,4,5,2,2,1,3,?,1,2,3,4,5,3,4,5,D
1727,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,2,1,4,?,?,4,?,?,4,?,?,?,?,?,?,4,?,?,?,5,?,?,?,?,?,3,3,A
1728,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,4,4,4,3,3,2,2,3,4,3,2,4,4,4,?,?,4,2,3,2,?,3,3,3,3,A
1729,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2,?,5,4,4,3,4,?,?,4,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,2,D
1730,1,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,4,4,?,4,2,2,4,?,4,?,3,4,4,4,?,2,2,2,2,2,4,2,2,3,2,A
1731,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,4,4,4,4,3,4,4,5,4,4,3,3,3,4,4,4,4,2,2,1,3,3,2,3,2,A
1732,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,2,1,4,5,5,2,4,4,3,4,3,3,3,4,3,4,3,3,4,2,4,2,5,3,3,4,1,A
1733,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,2,2,4,4,5,3,4,3,2,4,3,3,3,4,3,4,3,4,5,2,4,1,2,2,2,3,3,B
1734,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,2,2,1,5,3,?,?,?,3,?,4,?,?,2,3,3,4,?,?,5,?,4,1,1,2,2,3,2,A
1735,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,1,4,4,3,4,3,?,?,4,4,?,?,2,?,4,?,?,?,?,?,4,?,?,?,3,3,A
1736,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,2,1,5,?,?,5,?,2,2,4,5,5,2,2,2,4,2,2,2,2,2,2,2,2,2,4,3,A
1737,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,3,2,5,5,5,3,3,5,2,3,1,1,1,1,1,5,5,3,5,5,2,5,3,1,A
1738,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,D
1739,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,4,5,4,2,4,4,4,4,4,4,4,4,4,4,4,3,3,2,4,4,4,4,3,3,2,A
1740,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,5,5,5,3,3,3,2,4,4,3,2,2,1,4,2,2,4,1,3,1,3,3,4,3,3,A
1741,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,2,2,2,4,4,3,4,3,?,?,4,?,4,?,3,3,4,?,?,4,?,?,?,4,?,?,3,3,A
1742,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,2,2,4,4,?,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,4,3,4,2,4,2,A
1743,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,?,4,4,?,?,?,?,?,?,4,4,2,?,?,4,?,?,?,2,?,?,?,?,?,3,3,A
1744,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,3,2,2,3,3,3,4,4,3,3,2,3,3,2,2,3,3,?,?,?,?,?,?,?,?,?,3,3,A
1745,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,4,2,4,3,2,4,2,4,2,4,3,2,4,2,4,4,1,4,1,3,4,2,2,3,B
1746,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,5,5,5,5,5,5,5,4,5,5,4,5,4,4,4,4,4,3,5,3,4,4,4,4,1,B
1747,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,5,4,2,1,3,4,4,1,?,2,4,1,5,5,2,2,1,1,3,1,2,4,5,1,5,B
1748,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,2,2,2,5,5,?,4,?,?,4,5,?,3,4,2,3,4,3,?,?,3,2,2,?,3,2,3,2,B
1749,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,3,2,1,4,3,2,5,3,2,3,4,4,3,2,3,4,4,2,2,4,2,?,?,3,2,3,3,3,A
1750,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,2,4,3,3,3,3,3,3,3,2,3,?,2,3,2,2,2,3,3,2,3,3,4,?,?,3,3,D
1751,1,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,?,2,3,3,3,?,4,3,2,2,2,4,3,2,3,3,3,2,?,3,2,?,4,3,3,?,3,3,A
1752,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,2,2,3,4,3,3,4,3,3,3,3,2,3,4,3,3,4,2,4,2,2,2,2,2,3,3,2,A
1753,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,5,?,?,2,?,?,3,5,5,?,2,?,3,5,?,3,5,?,3,1,?,?,3,4,3,A
1754,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,4,1,3,3,3,1,3,4,3,1,1,2,3,4,4,5,4,2,1,2,3,3,4,1,3,2,1,4,B
1755,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,2,2,1,4,?,?,4,?,2,3,5,?,?,?,?,1,2,2,?,3,2,?,?,?,3,3,3,4,A
1756,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,?,?,?,?,1,?,?,?,2,?,?,?,2,2,2,2,2,?,2,?,2,2,?,2,4,4,C
1757,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,3,2,?,3,1,1,2,3,1,3,3,3,?,1,1,1,4,?,1,?,2,3,1,1,1,1,3,3,D
1758,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,2,2,1,4,4,3,5,4,3,2,4,4,2,2,1,3,4,3,2,3,1,3,3,?,3,3,3,2,A
1759,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,3,1,3,4,3,4,3,4,2,2,2,4,2,2,2,2,3,3,4,4,3,3,2,3,2,2,3,4,B
1760,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,2,1,5,3,3,3,3,3,2,3,2,2,3,2,2,2,2,2,2,2,3,2,3,2,2,4,1,A
1761,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,4,3,3,3,2,2,4,4,5,4,3,4,5,4,2,3,4,5,1,3,2,2,4,1,A
1762,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,3,1,3,4,4,3,4,4,2,4,4,4,3,3,3,5,5,2,4,4,4,5,3,3,2,3,2,3,B
1763,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,4,3,?,?,3,?,?,4,2,4,2,3,?,3,2,?,?,?,?,?,1,2,?,2,3,3,C
1764,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,B
1765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,2,2,2,3,3,3,3,1,2,1,3,3,1,3,1,1,1,3,3,3,3,3,2,1,1,2,4,D
1766,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,5,1,3,3,4,?,?,?,2,?,2,4,4,?,2,3,3,2,1,3,1,?,?,2,?,2,3,4,C
1767,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,1,0,0,0,2,2,2,4,3,3,3,3,3,2,5,4,3,3,3,3,3,2,3,3,1,4,3,3,2,3,3,3,A
1768,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,4,4,4,4,4,4,3,3,3,4,4,4,3,3,3,4,3,3,3,4,3,3,3,3,3,A
1769,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,2,1,4,4,4,4,?,?,4,4,3,?,?,?,4,4,?,4,4,1,?,2,5,?,?,1,1,A
1770,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,5,2,5,?,?,?,?,?,?,?,?,?,?,?,?,?,1,1,1,1,1,?,1,1,1,1,1,5,D
1771,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,2,2,4,5,3,5,3,2,3,5,4,3,2,3,3,4,3,4,4,3,5,2,3,3,3,2,2,A
1772,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,1,D
1773,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,B
1774,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,5,5,5,2,3,2,2,5,?,4,4,1,3,4,5,2,4,2,4,1,?,?,?,3,3,A
1775,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,4,3,5,5,5,5,5,5,5,4,5,4,4,5,5,4,4,4,4,4,5,4,3,2,A
1776,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,?,1,?,1,4,3,4,5,5,3,2,4,?,3,2,?,5,3,1,2,3,?,1,3,5,?,1,3,C
1777,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,?,2,?,3,3,3,3,3,3,3,2,3,3,3,3,3,?,?,?,?,?,?,3,?,3,3,2,3,D
1778,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,D
1779,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,2,B
1780,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,2,3,2,3,3,4,?,4,4,2,3,?,2,2,2,2,2,2,4,?,4,4,4,2,2,2,2,B
1781,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,2,2,3,3,?,4,4,?,4,4,?,?,1,?,?,4,?,?,4,4,?,2,?,?,2,3,3,A
1782,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,A
